gender,age,marital_status,highest_qualification,nationality,ethnicity,State,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,25,Single,GCSE/O Level,USA,White,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,58,Single,No Qualification,USA,White,Chicago,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,49,Divorced,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,48,Single,Degree,USA,White,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,88,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,35,Married,A Levels,USA,Chinese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,43,Married,Degree,USA,Black,Missouri,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,69,Widowed,No Qualification,USA,White,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,64,Widowed,No Qualification,USA,Japanese,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,20,20,Packets
Female,40,Divorced,GCSE/O Level,USA,Japanese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,78,Married,Degree,USA,Japanese,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Male,58,Married,Degree,USA,Japanese,Newyork,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,34,Married,Degree,USA,Japanese,Chicago,"Under $2,600",Midlands & East Anglia,Yes,3,0,Packets
Female,46,Married,Degree,USA,Japanese,Ohio,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,65,Married,No Qualification,USA,Japanese,Missouri,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,34,Single,GCSE/O Level,USA,Japanese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,10,Both/Mainly Packets
Female,40,Separated,GCSE/CSE,USA,Japanese,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,79,Married,No Qualification,USA,Japanese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,36,Married,No Qualification,USA,Japanese,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,39,Married,No Qualification,Other,Japanese,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,24,Married,GCSE/CSE,USA,Japanese,Chicago,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,28,Single,Other/Sub Degree,USA,Japanese,Ohio,"$2,600 to $5,200",Midlands & East Anglia,Yes,20,10,Both/Mainly Packets
Female,26,Single,A Levels,USA,Japanese,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,45,Widowed,GCSE/CSE,USA,Japanese,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,24,Single,GCSE/O Level,USA,Japanese,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,18,10,Packets
Male,77,Divorced,No Qualification,USA,Japanese,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Married,Higher/Sub Degree,Welsh,Japanese,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,25,Single,Degree,Scottish,Japanese,Newyork,Refused,Midlands & East Anglia,No,NA,NA,
Male,36,Married,GCSE/CSE,USA,Japanese,Chicago,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,17,Single,GCSE/O Level,USA,Japanese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,55,Married,GCSE/O Level,USA,Japanese,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,70,Married,Other/Sub Degree,USA,Japanese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,43,Single,GCSE/O Level,USA,Japanese,Chicago,"$20,800 to $28,600",Midlands & East Anglia,Yes,15,8,Hand-Rolled
Female,59,Divorced,No Qualification,USA,Japanese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,32,Married,Other/Sub Degree,USA,Japanese,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,34,Married,Degree,USA,Japanese,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,58,Single,Degree,USA,Japanese,Chicago,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,44,Married,GCSE/O Level,USA,Japanese,Ohio,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Male,64,Married,No Qualification,USA,Japanese,Missouri,Refused,Midlands & East Anglia,Yes,0,0,Packets
Female,34,Married,GCSE/CSE,USA,Japanese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,32,Single,GCSE/CSE,USA,White,Chicago,Refused,Midlands & East Anglia,No,NA,NA,
Male,38,Married,Degree,USA,White,Ohio,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Male,28,Single,GCSE/CSE,USA,White,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,42,Married,GCSE/CSE,USA,White,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,34,Single,Degree,Other,White,Chicago,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,23,Single,ONC/BTEC,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,Yes,15,5,Both/Mainly Packets
Male,55,Separated,Degree,USA,White,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,65,Married,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,62,Married,GCSE/O Level,USA,White,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,66,Married,Higher/Sub Degree,USA,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,73,Married,No Qualification,USA,White,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,34,Single,Other/Sub Degree,USA,White,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,33,Married,Degree,USA,White,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,76,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,55,Married,No Qualification,USA,White,Missouri,"$2,600 to $5,200",Midlands & East Anglia,Yes,1,0,Packets
Female,39,Married,Degree,USA,White,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,26,Single,Degree,USA,Asian,Chicago,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,61,Married,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,Yes,25,25,Packets
Female,78,Married,Other/Sub Degree,USA,japanese,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,42,Married,Degree,USA,japanese,Newyork,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,72,Married,No Qualification,USA,japanese,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,62,Widowed,No Qualification,USA,japanese,Ohio,"$20,800 to $28,600",Midlands & East Anglia,Yes,30,30,Both/Mainly Packets
Female,46,Married,GCSE/O Level,USA,japanese,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,24,Single,A Levels,USA,japanese,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,27,Single,Degree,USA,japanese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,6,4,Both/Mainly Packets
Female,64,Married,GCSE/O Level,USA,japanese,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,86,Married,Degree,USA,japanese,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,46,Married,Degree,USA,japanese,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,20,Single,ONC/BTEC,USA,japanese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,15,Both/Mainly Packets
Male,35,Divorced,Higher/Sub Degree,Other,japanese,Ohio,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,46,Married,Higher/Sub Degree,Irish,japanese,Missouri,"$28,600 to $36,400",Midlands & East Anglia,Yes,30,30,Packets
Female,39,Married,Higher/Sub Degree,Irish,japanese,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,28,Married,GCSE/O Level,USA,japanese,Chicago,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,33,Married,Higher/Sub Degree,Refused,japanese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Female,39,Divorced,GCSE/O Level,USA,japanese,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,45,Divorced,GCSE/CSE,USA,japanese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,37,Separated,Higher/Sub Degree,USA,japanese,Chicago,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,29,Married,ONC/BTEC,USA,japanese,Ohio,"$15,600 to $20,800",Midlands & East Anglia,Yes,10,5,Packets
Male,76,Widowed,No Qualification,USA,japanese,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,26,Married,Degree,USA,japanese,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,47,Divorced,Degree,USA,japanese,Chicago,"$20,800 to $28,600",Midlands & East Anglia,Yes,20,10,Packets
Male,72,Divorced,No Qualification,USA,japanese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,72,Married,No Qualification,USA,japanese,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,65,Widowed,No Qualification,USA,japanese,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,69,Married,No Qualification,USA,japanese,Chicago,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,61,Married,A Levels,USA,japanese,Ohio,Unknown,Midlands & East Anglia,No,NA,NA,
Female,63,Married,No Qualification,USA,japanese,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Male,16,Single,No Qualification,USA,japanese,Newyork,Refused,Midlands & East Anglia,No,NA,NA,
Male,61,Divorced,No Qualification,USA,japanese,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,18,Single,GCSE/O Level,USA,japanese,Ohio,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,76,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,65,Married,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,52,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,64,Widowed,No Qualification,USA,White,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,42,Married,GCSE/CSE,USA,White,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,40,Married,Degree,Other,White,Newyork,"Above $36,400",London,No,NA,NA,
Female,28,Married,Other/Sub Degree,USA,Mixed,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Male,40,Married,Degree,Welsh,White,Ohio,"Above $36,400",London,No,NA,NA,
Male,48,Married,GCSE/O Level,USA,White,Missouri,"$28,600 to $36,400",London,No,NA,NA,
Male,35,Separated,Degree,Other,White,Newyork,"$20,800 to $28,600",London,No,NA,NA,
Female,30,Single,Degree,USA,Black,Chicago,"$5,200 to $10,400",London,Yes,3,3,Packets
Female,26,Single,Degree,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Male,81,Widowed,No Qualification,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Male,77,Divorced,A Levels,USA,White,Newyork,"$10,400 to $15,600",London,No,NA,NA,
Female,25,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",London,No,NA,NA,
Female,66,Married,No Qualification,USA,Asian,Ohio,"Under $2,600",London,No,NA,NA,
Male,18,Single,A Levels,USA,White,Missouri,"$5,200 to $10,400",London,Yes,15,15,Packets
Male,43,Married,GCSE/O Level,USA,Black,Newyork,"$15,600 to $20,800",London,No,NA,NA,
Male,49,Divorced,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",London,Yes,20,6,Both/Mainly Packets
Male,29,Married,Degree,USA,White,Ohio,"Above $36,400",London,No,NA,NA,
Female,20,Single,No Qualification,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,75,Widowed,Other/Sub Degree,USA,White,Newyork,"Under $2,600",London,Yes,25,25,Packets
Male,40,Married,No Qualification,Other,Chinese,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Female,64,Single,Higher/Sub Degree,Irish,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Male,66,Single,Degree,USA,Chinese,Missouri,Refused,London,No,NA,NA,
Female,34,Single,Degree,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,76,Divorced,Degree,USA,White,Chicago,"$28,600 to $36,400",London,No,NA,NA,
Male,30,Married,Degree,USA,White,Ohio,"Above $36,400",London,Yes,1,0,Packets
Male,55,Married,Degree,Other,Mixed,Missouri,"Above $36,400",London,No,NA,NA,
Female,49,Single,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Male,38,Separated,Degree,USA,Chinese,Chicago,"$10,400 to $15,600",London,No,NA,NA,
Male,23,Single,A Levels,Other,Refused,Ohio,Refused,London,Yes,10,10,Packets
Male,77,Married,Degree,Welsh,White,Missouri,"$15,600 to $20,800",London,No,NA,NA,
Male,46,Single,Degree,Other,White,Newyork,"$10,400 to $15,600",London,Yes,8,8,Hand-Rolled
Female,26,Separated,Higher/Sub Degree,USA,White,Chicago,"Under $2,600",London,No,NA,NA,
Female,26,Single,Degree,Other,White,Ohio,"$28,600 to $36,400",London,Yes,10,8,Packets
Male,45,Single,Degree,Irish,White,Missouri,"Above $36,400",London,Yes,7,2,Packets
Female,45,Single,No Qualification,Other,Black,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,61,Married,No Qualification,USA,White,Chicago,Refused,London,No,NA,NA,
Female,47,Married,GCSE/O Level,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Female,75,Widowed,Other/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",London,Yes,10,10,Packets
Female,36,Divorced,No Qualification,USA,White,Newyork,"$2,600 to $5,200",London,Yes,30,20,Packets
Male,26,Single,Degree,USA,Chinese,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Male,71,Widowed,No Qualification,USA,White,Ohio,"$2,600 to $5,200",London,Yes,25,25,Packets
Male,69,Married,No Qualification,USA,White,Missouri,"$5,200 to $10,400",London,Yes,10,10,Hand-Rolled
Male,38,Single,A Levels,Irish,White,Newyork,"$28,600 to $36,400",London,Yes,10,6,Hand-Rolled
Female,21,Single,GCSE/O Level,USA,Black,Chicago,Refused,London,No,NA,NA,
Male,26,Single,No Qualification,USA,Chinese,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Female,83,Widowed,No Qualification,USA,White,Missouri,Unknown,London,No,NA,NA,
Female,56,Divorced,No Qualification,Other,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Male,34,Single,Degree,USA,White,Chicago,"Above $36,400",London,Yes,20,20,Packets
Female,66,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Female,32,Single,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",London,Yes,3,3,Hand-Rolled
Female,77,Single,No Qualification,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,70,Married,No Qualification,USA,White,Chicago,"Under $2,600",London,No,NA,NA,
Male,24,Single,GCSE/O Level,USA,White,Ohio,"Under $2,600",London,Yes,10,10,Both/Mainly Packets
Female,81,Widowed,No Qualification,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Male,37,Separated,Other/Sub Degree,Other,White,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Male,90,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Female,29,Single,GCSE/O Level,Other,Black,Ohio,"$5,200 to $10,400",London,Yes,6,0,Hand-Rolled
Female,24,Single,A Levels,Other,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Male,81,Widowed,No Qualification,USA,White,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,38,Separated,ONC/BTEC,Other,Black,Chicago,"$5,200 to $10,400",London,No,NA,NA,
Male,22,Single,GCSE/O Level,Irish,White,Ohio,"$20,800 to $28,600",London,Yes,0,7,Packets
Male,31,Married,GCSE/CSE,USA,Asian,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,77,Widowed,No Qualification,Other,White,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,61,Divorced,No Qualification,Other,White,Chicago,"$10,400 to $15,600",London,Yes,5,4,Packets
Male,54,Single,No Qualification,USA,White,Ohio,"$2,600 to $5,200",London,No,NA,NA,
Female,72,Widowed,No Qualification,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Male,66,Single,No Qualification,USA,White,Newyork,"$5,200 to $10,400",London,Yes,30,30,Packets
Male,47,Single,ONC/BTEC,USA,White,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Female,76,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Male,41,Married,A Levels,USA,White,Missouri,"$20,800 to $28,600",London,No,NA,NA,
Female,80,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,63,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Male,29,Married,No Qualification,USA,White,Ohio,"$15,600 to $20,800",London,No,NA,NA,
Female,40,Single,GCSE/O Level,Other,White,Missouri,"$15,600 to $20,800",London,No,NA,NA,
Female,54,Married,No Qualification,USA,White,Newyork,"$10,400 to $15,600",London,No,NA,NA,
Male,66,Married,Degree,USA,Asian,Chicago,"$10,400 to $15,600",London,Yes,5,55,Packets
Male,69,Married,Other/Sub Degree,Other,Asian,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Male,51,Married,No Qualification,USA,White,Missouri,"$15,600 to $20,800",London,No,NA,NA,
Male,70,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,36,Married,GCSE/O Level,USA,White,Chicago,"$2,600 to $5,200",London,Yes,10,1,Packets
Female,73,Married,No Qualification,USA,White,Ohio,"Under $2,600",London,No,NA,NA,
Male,72,Married,Other/Sub Degree,USA,White,Missouri,"$2,600 to $5,200",London,No,NA,NA,
Female,18,Single,GCSE/O Level,USA,White,Newyork,"Under $2,600",London,No,NA,NA,
Female,57,Married,Other/Sub Degree,USA,White,Chicago,"Under $2,600",London,No,NA,NA,
Male,21,Single,A Levels,USA,White,Ohio,Refused,London,No,NA,NA,
Male,64,Married,Degree,USA,Asian,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,39,Married,GCSE/CSE,USA,White,Newyork,"$20,800 to $28,600",London,No,NA,NA,
Female,37,Divorced,GCSE/CSE,USA,White,Chicago,"$5,200 to $10,400",London,No,NA,NA,
Female,36,Married,GCSE/CSE,USA,White,Ohio,"Under $2,600",London,Yes,5,1,Packets
Female,37,Married,Degree,USA,White,Missouri,"$10,400 to $15,600",London,No,NA,NA,
Male,79,Married,No Qualification,USA,White,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,49,Married,GCSE/CSE,USA,White,Chicago,"$5,200 to $10,400",London,No,NA,NA,
Female,30,Married,GCSE/O Level,USA,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Female,27,Single,Degree,Welsh,White,Missouri,"$20,800 to $28,600",London,No,NA,NA,
Male,16,Single,GCSE/O Level,USA,White,Newyork,"Under $2,600",London,No,NA,NA,
Male,40,Married,GCSE/O Level,USA,White,Chicago,"Above $36,400",London,No,NA,NA,
Female,45,Separated,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",London,No,NA,NA,
Female,78,Widowed,Other/Sub Degree,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,59,Married,Other/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,93,Widowed,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",London,Yes,0,3,Packets
Female,33,Married,A Levels,USA,White,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Female,57,Divorced,No Qualification,USA,White,Missouri,"$15,600 to $20,800",London,No,NA,NA,
Female,53,Single,No Qualification,USA,White,Newyork,"$2,600 to $5,200",London,Yes,4,4,Packets
Female,54,Divorced,Higher/Sub Degree,USA,White,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Female,33,Married,A Levels,Irish,White,Ohio,"Above $36,400",London,No,NA,NA,
Female,52,Single,Other/Sub Degree,Irish,White,Missouri,"$2,600 to $5,200",London,No,NA,NA,
Male,31,Single,Higher/Sub Degree,USA,White,Newyork,"$10,400 to $15,600",London,No,NA,NA,
Female,54,Married,Degree,USA,White,Chicago,"$28,600 to $36,400",London,No,NA,NA,
Female,41,Married,Higher/Sub Degree,USA,White,Ohio,"$20,800 to $28,600",London,Yes,10,10,Packets
Female,23,Single,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",London,No,NA,NA,
Female,81,Widowed,GCSE/CSE,USA,White,Newyork,"Under $2,600",London,No,NA,NA,
Female,17,Single,A Levels,USA,White,Chicago,Refused,London,No,NA,NA,
Male,73,Married,No Qualification,USA,White,Ohio,"Above $36,400",London,No,NA,NA,
Male,62,Married,No Qualification,USA,White,Missouri,"$20,800 to $28,600",London,No,NA,NA,
Female,73,Married,Degree,Scottish,White,Newyork,"$10,400 to $15,600",London,Yes,16,16,Packets
Male,22,Single,ONC/BTEC,USA,White,Chicago,"$20,800 to $28,600",London,Yes,15,15,Both/Mainly Packets
Female,18,Single,A Levels,USA,White,Ohio,"Under $2,600",London,No,NA,NA,
Female,86,Widowed,GCSE/O Level,Irish,White,Missouri,"$10,400 to $15,600",London,Yes,7,7,Packets
Female,54,Married,Degree,USA,White,Newyork,"$20,800 to $28,600",London,Yes,20,20,Packets
Female,55,Married,Degree,USA,White,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Female,22,Single,Degree,USA,Mixed,Ohio,"$20,800 to $28,600",London,Yes,15,15,Packets
Female,30,Married,ONC/BTEC,USA,Asian,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,25,Single,Degree,Other,Black,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,54,Divorced,Other/Sub Degree,USA,Chinese,Chicago,"Under $2,600",London,Yes,15,10,Packets
Male,36,Single,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",London,No,NA,NA,
Female,40,Married,Other/Sub Degree,Other,White,Missouri,"Under $2,600",London,No,NA,NA,
Female,51,Divorced,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",London,Yes,10,2,Packets
Male,44,Married,Degree,USA,White,Chicago,"$10,400 to $15,600",London,No,NA,NA,
Female,26,Single,Degree,Other,White,Ohio,"Under $2,600",London,Yes,5,0,Packets
Male,73,Married,ONC/BTEC,USA,White,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,36,Married,GCSE/O Level,USA,White,Newyork,"$15,600 to $20,800",London,No,NA,NA,
Male,69,Widowed,No Qualification,Irish,White,Chicago,"$5,200 to $10,400",London,No,NA,NA,
Female,41,Married,Degree,USA,White,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Male,40,Married,Degree,Other,White,Missouri,"Above $36,400",London,No,NA,NA,
Male,82,Married,Other/Sub Degree,Other,White,Newyork,"$2,600 to $5,200",London,Yes,3,3,Packets
Male,27,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",London,No,NA,NA,
Female,35,Single,Degree,USA,White,Ohio,"$20,800 to $28,600",London,No,NA,NA,
Male,35,Married,Degree,USA,White,Missouri,"Above $36,400",London,No,NA,NA,
Male,33,Married,Other/Sub Degree,Other,White,Newyork,"$28,600 to $36,400",London,No,NA,NA,
Female,41,Divorced,No Qualification,USA,White,Chicago,"$2,600 to $5,200",London,Yes,20,20,Packets
Female,26,Separated,Other/Sub Degree,USA,Black,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Female,55,Married,No Qualification,USA,White,Missouri,Refused,London,No,NA,NA,
Male,18,Single,GCSE/O Level,Other,Black,Newyork,"Under $2,600",London,No,NA,NA,
Female,68,Married,GCSE/O Level,USA,Black,Chicago,"$5,200 to $10,400",London,No,NA,NA,
Female,43,Single,GCSE/O Level,Other,Black,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Male,58,Married,No Qualification,USA,Mixed,Missouri,"$20,800 to $28,600",London,No,NA,NA,
Female,39,Married,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Female,54,Separated,No Qualification,USA,White,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Female,62,Married,No Qualification,USA,White,Ohio,"$28,600 to $36,400",London,No,NA,NA,
Female,40,Married,A Levels,USA,White,Missouri,"$10,400 to $15,600",London,Yes,2,0,Both/Mainly Packets
Female,59,Single,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",London,No,NA,NA,
Female,57,Divorced,GCSE/O Level,USA,White,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Female,42,Single,GCSE/O Level,Other,Black,Ohio,"$5,200 to $10,400",London,Yes,25,10,Packets
Female,48,Separated,GCSE/O Level,Scottish,White,Missouri,"$20,800 to $28,600",London,Yes,25,25,Packets
Female,45,Divorced,GCSE/O Level,USA,Black,Newyork,"$20,800 to $28,600",London,Yes,15,10,Packets
Female,24,Single,GCSE/CSE,USA,White,Chicago,"$2,600 to $5,200",London,No,NA,NA,
Female,66,Widowed,GCSE/CSE,USA,Black,Ohio,"$10,400 to $15,600",London,No,NA,NA,
Male,63,Single,Higher/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",London,Yes,20,20,Packets
Male,28,Single,GCSE/O Level,Refused,Refused,Newyork,Refused,London,No,NA,NA,
Male,59,Divorced,No Qualification,USA,White,Chicago,"$20,800 to $28,600",London,No,NA,NA,
Male,50,Married,Higher/Sub Degree,Other,Black,Ohio,"$20,800 to $28,600",London,No,NA,NA,
Female,41,Separated,GCSE/CSE,USA,White,Missouri,"$10,400 to $15,600",London,No,NA,NA,
Female,76,Single,No Qualification,USA,White,Newyork,"$5,200 to $10,400",London,No,NA,NA,
Male,24,Single,ONC/BTEC,USA,White,Chicago,"$15,600 to $20,800",London,Yes,15,20,Packets
Female,25,Single,Other/Sub Degree,USA,Chinese,Ohio,"$20,800 to $28,600",London,Yes,5,2,Packets
Female,33,Widowed,Degree,Other,Chinese,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Male,31,Single,ONC/BTEC,Other,Black,Newyork,"$28,600 to $36,400",London,No,NA,NA,
Female,33,Single,Degree,USA,Black,Chicago,"$5,200 to $10,400",London,Yes,10,8,Packets
Female,37,Single,No Qualification,Other,White,Ohio,"$5,200 to $10,400",London,No,NA,NA,
Male,81,Divorced,No Qualification,USA,Black,Missouri,"$5,200 to $10,400",London,No,NA,NA,
Female,36,Single,No Qualification,Other,Black,Newyork,"$20,800 to $28,600",London,No,NA,NA,
